2024-02-13 00:00:00,BUDDY,HOMESTARS REVIEW,SCHED/PPRWK NOTES DO NOT INTERFERE,Unnamed: 4
"ROHAN, RYAN, JOSEPH, LASZLO,  KHRISSY, RICHMOND AND SPYROS",SYNC LEAD ROHAN,IF HAPPY WITH SERVICE,EM,PA
CARS: CONSULT AUDIE ,CONSULT AUDIE ON SPECIAL EQUIPMENT NEEDED,PARKER ONLY,,
BOEM ASSESS TIMING ,,,,
,,,,
COMPANY:,IMPACT,,,TP
TIME:,TBD/CONTACT AUDIE ,,,
ADDRESS:,"51 CENTENNIAL RD, ORANGEVILLE",,,
"JOB/TASK, PRICE:",HIGH DUSTING. LABOUR $3750    BOOM LIFT $664.50                    VACUUMS $180           ,,,
JOB NOTES:,,,,
CLIENT:,,,,
COMP STATUS:,Not complete,,,
HOURS:,13 Hours,,,
CREW NOTES:,,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
