2024-02-12 00:00:00,BUDDY,HOMESTARS REVIEW,SCHED/PPRWK NOTES DO NOT INTERFERE,Unnamed: 4
"ROHAN, RYAN, JOSEPH, AUDIE",SYNC LEAD AUDIE,IF HAPPY WITH SERVICE,EM,PA
CARS: CONSULT AUDIE ,CONSULT AUDIE ON SPECIAL EQUIPMENT NEEDED,PARKER ONLY,,
BOEM ASSESS TIMING ,,,,
,,,,
COMPANY:,IMPACT,,,TP
TIME:,TBD/CONTACT AUDIE ,,,
ADDRESS:,"51 CENTENNIAL RD, ORANGEVILLE",,,
"JOB/TASK, PRICE:",HIGH DUSTING. LABOUR $3750    BOOM LIFT $664.50                    VACUUMS $180           ,,,
JOB NOTES:,,,,
CLIENT:,,,,
COMP STATUS:,Not completed,,,
HOURS:,13.5,,,
CREW NOTES:,Extremely dirty. Need more people ,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
