2024-01-09 00:00:00,BUDDY,HOMESTARS REVIEW,SCHED/PPRWK NOTES DO NOT INTERFERE,Unnamed: 4
DERICK,,IF HAPPY WITH SERVICE,EM,PA
MAZDA,,PARKER ONLY,,
BOEM 7:30 AM ,,,,
,,,,
COMPANY:,FOUR SEASONS ,,,
TIME:,08:30:00,,,
ADDRESS:,,,,
"JOB/TASK, PRICE:",NORTH YORK ROUTE ,,,
JOB NOTES:,NYX.vape 1552 upper window were too stained.both interior and exterior.cleaned outside to the best I could.it was so windy while cleaning Altimax dental.i had to pause and wait a few sec for some windows.others were repeated.finding parking is challenging at Yonge and Eglinton after 8,,,
CLIENT:,,,,
COMP STATUS:,Complete ,,,
HOURS:,8hrs,,,
CREW NOTES:,,,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
