2023-10-27 00:00:00,BUDDY-PASSION,HOMESTARS REVIEW,SCHED/PPRWK NOTES DO NOT INTERFERE,Unnamed: 4
RYAN,SOLO SYNC UP ,IF HAPPY WITH SERVICE,EM,PA
FLOOR VAN ,CONTACT EMELIA,PARKER ONLY,,
BOEM ASSESS TIMING TO BE AT JOB FOR 5:30AM,FLOOR VAN TANK NEEDS TO BE FULL FOR DECLUTE UPPERS,,,
,,,,
COMPANY:,MCGILL,,,TP
TIME:,05:30:00,,RESCCHED IN PROGRESS,
ADDRESS:,825 DON MILLS,,,
"JOB/TASK, PRICE:",EWC  AND JUST TOP OF AWNINGS,,,
JOB NOTES:,EXT WATERSOURCE IS AVAILABLE. STANDING LOOKING AT THE SUPERSTORE SIGN IT SHOULD BE ALL THE WAY TO THE LEFT SIDE OF THE BUILDING. I KNOW ITS A LARGE JOB JUST DO YOUR BEST.,,,
CLIENT:,416-994-6571 DEREK,,,
COMP STATUS:,"Uppers complete only, NOT DONE LOWERS LEFT",,,
HOURS:,5.5 Hours,,,
CREW NOTES:,Struggled a lot with my waterfed system ,,,
,"2 water sources. 1 on left side of building with red handle no water key required, but may not work. Water source on right side in parking area under building. Warrior poll with shock stop is all that's needed for this job. 600' of line preferred  ",,,
CONTRACTOR NOTES:,,,,
PICTURES SUBMITTED:,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
PRESSURE WASHER MAINTENACE,,,,
